"571","Peethara","Mahagama sekara ",,"Sinhala","Sinhala Short Stories"
"572","4 weni jayasingha","Samitha B.",,"Sinhala","Sinhala Short Stories"
"573","Diwya puthraya","Chandrasena Thalangama",,"Sinhala","Sinhala Short Stories"
"574","Mithuriya","G.B. Senanayaka",,"Sinhala","Sinhala Short Stories"
"575","Pedi Diyata Boradiya","A.V.Suraweera",,"Sinhala","Sinhala Short Stories"
"576","Sende Sakmanaka Sehelluwa","Piyal Kariyawasam",,"Sinhala","Sinhala Short Stories"
"577","Naraka Minisekuge Kathawak","D.p.Samarasinghe",,"Sinhala","Sinhala Short Stories"
"578","Bawa Thimira","A.V.Suraweera",,"Sinhala","Sinhala Short Stories"
"579","Kumbiya nam Dolekka Wadakaya","Kamal Perera",,"Sinhala","Sinhala Short Stories"
"580","Cheena Yeheliya","Chandana Mendis",,"Sinhala","Sinhala Short Stories"
"581","Dethi roden Upan Budun","Tenison perera",,"Sinhala","Sinhala Short Stories"
"582","Suneth Kanthage Sokanthaya","Sudarsana Samaraweera",,"Sinhala","Sinhala Short Stories"
"583","Gammiris","Kanchana Amilani",,"Sinhala","Sinhala Short Stories"
"584","Athathwika ketikatha hathak","K. Jayathilaka",,"Sinhala","Sinhala Short Stories"
"585","Dustakame sawundarya","Manjula wediwardana",,"Sinhala","Sinhala Short Stories"
"586","Alandara","Sunethra Rajakarunanayaka",,"Sinhala","Sinhala Short Stories"
"587","Hithuwakkari","H.B Gunarathne",,"Sinhala","Sinhala Short Stories"
"588","Seneli Piyum","Anil herath",,"Sinhala","Sinhala Short Stories"
"589","Netuma","G.B. Senanayaka",,"Sinhala","Sinhala Short Stories"
"590","Pichcha Mala","Jayasena Jayakody",,"Sinhala","Sinhala Novel"
"591","Araliya Mal Aramaya","Jayasena Jayakody",,"Sinhala","Sinhala Novel"
"592","Mahamera","Jayasena Jayakody",,"Sinhala","Sinhala Novel"
"593","Upeka","Jayasena Jayakody",,"Sinhala","Sinhala Novel"
"594","Pinketha","Jayasena Jayakody",,"Sinhala","Sinhala Novel"
"595","Sil suwanda","Jayasena Jayakody",,"Sinhala","Sinhala Novel"
"596","Sudu Neluma","Jayasena Jayakody",,"Sinhala","Sinhala Novel"
"597","Thera Taraniya","Jayasena Jayakody",,"Sinhala","Sinhala Novel"
"598","Yugayen Yugaya","Jayasena Jayakody",,"Sinhala","Sinhala Novel"
"599","Nuraginna","Jayasena Jayakody",,"Sinhala","Sinhala Novel"
"600","Amawessa","Jayasena Jayakody",,"Sinhala","Sinhala Novel"
"601","Gothama Geethaya","Jayasena Jayakody",,"Sinhala","Sinhala Novel"
"602","Maha Anada Himi","Jayasena Jayakody",,"Sinhala","Sinhala Novel"
"603","Parasathuro","Jayasena Jayakody",,"Sinhala","Sinhala Novel"
"604","Maha Mihidu Himi","Jayasena Jayakody",,"Sinhala","Sinhala Novel"
"605","Manussa Athma","Jayasena Jayakody",,"Sinhala","Sinhala Novel"
"606","Katu kohila kotuwa","Jayasena Jayakody",,"Sinhala","Sinhala Novel"
"607","Debayo","Jayasena Jayakody",,"Sinhala","Sinhala Novel"
"608","Sath Sayura","Jayasena Jayakody",,"Sinhala","Sinhala Novel"
"609","Raigam Puttu","Jayasena Jayakody",,"Sinhala","Sinhala Novel"
"610","Agamehesiya","Jayakodi Senavirathne",,"Sinhala","Sinhala Novel"
"611","Ohuge Kathawa","Simon Nawagattegama",,"Sinhala","Sinhala Novel"
"612","Akkara Paha","Madawala S Rathnayaka",,"Sinhala","Sinhala Novel"
"613","Kanimadala Ginigathda","Chandrarathna Bandara",,"Sinhala","Sinhala Novel"
"614","Malagiya Aththo","Ediriweera Sarachchandra",,"Sinhala","Sinhala Novel"
"615","Malaunge Awurududa","Ediriweera Sarachchandra",,"Sinhala","Sinhala Novel"
"616","Shashthru","Ajith Perakum Jayasinghe",,"Sinhala","Sinhala Novel"
"617","Doolwala Alankare","Sumudu Niragi Senewirathne",,"Sinhala","Sinhala Novel"
"618","Willarawadiya","Henry Warnakulasooriya",,"Sinhala","Sinhala Novel"
"619","Bedhamariya","Anurasiri Hettige",,"Sinhala","Sinhala Novel"
"620","wehibiththara","Gamini Kandhepola",,"Sinhala","Sinhala Novel"
"621","Dehi","Tharaka Wasalamudaliarachchi",,"Sinhala","Sinhala Novel"
"622","Rankaraduwa","Batuwangala Rahula Himi",,"Sinhala","Sinhala Novel"
"623","Ada Mahaththaya","Ashoka Piyarathne",,"Sinhala","Sinhala Novel"
"624","Baththalangunduwa","Manjula Wediwardana",,"Sinhala","Sinhala Novel"
"625","Swayanjatha","Samaraweera Wijayasinghe",,"Sinhala","Sinhala Novel"
"626","Thara Mage Dewduwa","Nishshanka Wijemanna",,"Sinhala","Sinhala Novel"
"627","Ahambakaraka","Liyanage Amarakeerthi",,"Sinhala","Sinhala Novel"
"628","Raoul Wallenberg","Priyanwada.M.Banduwardana",,"Sinhala","Sinhala Novel"
"629","Paradesi","Erick Ilayaparachchi",,"Sinhala","Sinhala Novel"
"630","Sakkaran","Chamminda Welagedara",,"Sinhala","Sinhala Novel"
"631","Pathi Puja","S.K.Perera",,"Sinhala","Sinhala Novel"
"632","Sathpurusa","Chamminda Welagedara",,"Sinhala","Sinhala Novel"
"633","Rajantharaya","Wimal Hapugoda Arachchi",,"Sinhala","Sinhala Novel"
"634","Paada yathra","Erick Ilayaparachchi",,"Sinhala","Sinhala Novel"
"635","Wiragaya","Martin Wickramasinghe",,"Sinhala","Sinhala Novel"
"636","Yuganthaya","Martin Wickramasinghe",,"Sinhala","Sinhala Novel"
"637","Mawbima Ahimiwa","Jayarathna Kodippily",,"Sinhala","Sinhala Novel"
"638","Gini Awi Saha Ginikeli","Anura Horeshsas",,"Sinhala","Sinhala Novel"
"639","Manikkawatha","Mahinda Prasad Masimbula",,"Sinhala","Sinhala Novel"
"640","Yuga Makara","Abayarathna Weerasinghe",,"Sinhala","Sinhala Novel"
"641","Ksema Bumiya","Iylin Siriwatdana",,"Sinhala","Sinhala Novel"
"642","Dadayakkarayage Kathawa","Simon Nawagattegama",,"Sinhala","Sinhala Novel"
"643","Kseera sagaraya  kelambina","Simon Nawagattegama",,"Sinhala","Sinhala Novel"
"644","Vilasiniyakage Premaya","Simon Nawagattegama",,"Sinhala","Sinhala Novel"
"645","Sapekshani  2","Simon Nawagattegama",,"Sinhala","Sinhala Novel"
"646","Wanna Dasi","Kathyana Amarasinghe",,"Sinhala","Sinhala Novel"
"647","Kathalugala Andaraya","Badraji Mahinda Jayathilaka",,"Sinhala","Sinhala Novel"
"648","Sudu Sewanelli","Piyadasa Welikannage",,"Sinhala","Sinhala Novel"
"649","Wassana Sihinaya","Upul Shantha Sannasgala",,"Sinhala","Sinhala Novel"
"650","Mage Kulundul Pemwathiya","Upul Shantha Sannasgala",,"Sinhala","Sinhala Novel"
"651","Sonduru Kelambiyana","Nammuni k Dayarathna",,"Sinhala","Sinhala Novel"
"652","Asamajjathi Adaraya","Baratha Prabashana Tennakoon",,"Sinhala","Sinhala Novel"
"653","Deshadrohiyage Nirmala hardaya","Tharangani Rasika Fernando",,"Sinhala","Sinhala Novel"
"654","Jalagelma","G.B. Senanayaka",,"Sinhala","Sinhala Novel"
"655","Thunman Handiya","Mahagama Sekara",,"Sinhala","Sinhala Novel"
"656","Asandhimitta","Saman Wickramarachchi",,"Sinhala","Sinhala Novel"
"657","Nil Mal Wil","Madawala S Rathnayaka",,"Sinhala","Sinhala Novel"
"658","Ghathanayata Pera","Henry Warnakulasuriya",,"Sinhala","Sinhala Novel"
"659","Handa Paluwa Thani Tharuwa","Nissanka Wijemanna",,"Sinhala","Sinhala Novel"
"660","Ilanga Kella","Bharatha Prabashana Tennakoon",,"Sinhala","Sinhala Novel"
"661","Sooriya kanda pamula","Tenison perera",,"Sinhala","Sinhala Novel"
"662","Pransha Pemwatha","Shamel Jayakody",,"Sinhala","Sinhala Novel"
"663","Handawe Hewaneli","Badraji Mahinda Jayathilaka",,"Sinhala","Sinhala Novel"
"664","Suddilage Kathawa","Simon Nawagattegama",,"Sinhala","Sinhala Novel"
"665","Gum","Batuwangala Rahula himi",,"Sinhala","Sinhala Novel"
"666","Dharani","Kathhyana Amarasinghe",,"Sinhala","Sinhala Novel"
"667","Marayanaya","Susutha Ruwan",,"Sinhala","Sinhala Novel"
"668","Asanaga wesi","Dharsana sammi Wijethilaka",,"Sinhala","Sinhala Novel"
"669","Kala nadi gala basi","Nobert Ayagamage",,"Sinhala","Sinhala Novel"
"670","Nili wessa","Kthyana Amarasinghe",,"Sinhala","Sinhala Novel"
"671","Dineka Kusinarawe","Badraji mahinda jayathilaka",,"Sinhala","Sinhala Novel"
"672","Gethsemeni Sandyawa","Badraji Mahinda Jayathilaka",,"Sinhala","Sinhala Novel"
"673","Balakotu saha Nawka","Badraji mahinda jayathilaka",,"Sinhala","Sinhala Novel"
"674","Kurulu Hadawatha","Liyanage Amarakeerthi",,"Sinhala","Sinhala Novel"
"675","Warana","Padmini Senewirathna",,"Sinhala","Sinhala Novel"
"676","Sandungira ginigani","Sunethra Rajakarunanayaka",,"Sinhala","Sinhala Novel"
"677","Appachchi Ewith","Saman Wickramarachchi",,"Sinhala","Sinhala Novel"
"678","Chakra","Jayathilaka kammellaweera",,"Sinhala","Sinhala Novel"
"679","Kelehanda","W.A.Silva",,"Sinhala","Sinhala Novel"
"680","Bamba Ketu Heti","Karunasena jayalath",,"Sinhala","Sinhala Novel"
"681","Beddegama","Leonard Woolf","A.P.Gunarathne","Sinhala","Sinhala Novel"
"682","Walampuri","Rodney Jonclas","A.P.Gunarathna","Sinhala","Sinhala Novel"
"683","Thitta kopi","Cristine Wilson","Anula de Silva","Sinhala","Sinhala Novel"
"684","Ali paara","Robert Standish","E .Kolonnege","Sinhala","Sinhala Novel"
"685","Weera Divaina","R.L. Spital & Cristine Wilson","Abaya Hewawasam","Sinhala","Sinhala Novel"
"686","Ran Diwayina","Denis Clark","Senarathna Weerasinghe","Sinhala","Sinhala Novel"
"687","wadula","P. Nissanka",,"Sinhala","Sinhala Novel"
"688","Kele Gama","Sirisena Ekanayaka",,"Sinhala","Sinhala Novel"
"689","Yaddessawa","Gunasena Withana",,"Sinhala","Sinhala Novel"
"690","Thuru His Matha","Gamini Kumara Vithana",,"Sinhala","Sinhala Novel"
"691","Bedde Bendi Katha","Gamini Wijerathna",,"Sinhala","Sinhala Novel"
"692","Mekigiya Dadaman","R.L. Spital","A.P.Gunarathna","Sinhala","Sinhala Novel"
"693","sudu Goona","R.L. Spital","A.P.Gunarathna","Sinhala","Sinhala Novel"
"694","Sudu wedda","R.L. Spital","Jayaweera Wijepala","Sinhala","Sinhala Novel"
"695","Sudu wedda 2","Newton Gunasekara",,"Sinhala","Sinhala Novel"
"696","Sudu wedda 3","Newton Gunasekara",,"Sinhala","Sinhala Novel"
"697","Suduwedda Noliyu katha","Jayaweera Wijepala",,"Sinhala","Sinhala Novel"
"698","Ali gona ge wana andaraya","R.L. Spittle","K. wahalathanthrige","Sinhala","Sinhala Novel"
"699","Wisiwasak Wanniye","Sunil Kularathne",,"Sinhala","Sinhala Novel"
"700","Muwanpelessa 1","Mudalinayaka Somarathna",,"Sinhala","Sinhala Novel"
"701","Muwanpelessa 2","Mudalinayaka Somarathna",,"Sinhala","Sinhala Novel"
"702","Wana Sarana","R.L. Spital","A.P.Gunarathna","Sinhala","Sinhala Novel"
"703","Dadaseriyen Wanaseriyata","Kemilas wanigasooriya",,"Sinhala","Sinhala Novel"
"704","Seruwila Sundara Athdekim","Wimalasena Jayalath",,"Sinhala","Sinhala Novel"
"705","Atheetha Bedigam Withthi","M.D.Sirisena",,"Sinhala","Sinhala Novel"
"706","Digamadulle Ascharya","Maya Ranjan",,"Sinhala","Sinhala Novel"
"707","Somawathiye Wana Divi Meda","Camilas Wanigasooriya",,"Sinhala","Sinhala Novel"
"708","Rohini","Martin Wickramasinghe",,"Sinhala","Sinhala Novel"
"709","Monarawila","Gamini Vijith  Samarakoon",,"Sinhala","Sinhala Novel"
"710","Wellasse Ginipupura","Wimalasena Ihalagama",,"Sinhala","Sinhala Novel"
"711","Senadhipathi Nandimithra","Bandusena Gunasekara",,"Sinhala","Sinhala Novel"
"712","Ithihasaya Kelambu Pemkatha","Premasiri Mahingoda",,"Sinhala","Sinhala Novel"
"713","Baminithi Kalaya","Anuradha Mahasinghe",,"Sinhala","Sinhala Novel"
"714","Sathya Wadiyekuge dinapotha","Sunul Madhawa premathilaka",,"Sinhala","Sinhala Novel"
"715","Gurusewaye Rasa Katha 1","Piyasena Kahandagamage",,"Sinhala","Sinhala Novel"
"716","Gurusewaye Rasa Katha 2","Piyasena Kahandagamage",,"Sinhala","Sinhala Novel"
"717","Jalaye jolly Katha 1","Vernon Gunasekara",,"Sinhala","Sinhala Novel"
"718","Jalaye jolly Katha 2","Vernon Gunasekara",,"Sinhala","Sinhala Novel"
"719","Naralowa Holman  1","Chandra Anagirathna",,"Sinhala","Sinhala Novel"
"720","Naralowa Holman 2","Chandra Anagirathna",,"Sinhala","Sinhala Novel"
"721","Naralowa Holman  3","Chandra Anagirathna",,"Sinhala","Sinhala Novel"
"722","Nasrudin Hoja","Sunanda Mahendra",,"Sinhala","Sinhala Novel"
"723","Bhagath Singh","Shiv Verma","Uditha Alahakoon","Sinhala","Other"
"724","Su Seta Wasarak Lankawe","Fedrick Lewis","Yasabandu Samaraweera","Sinhala","Other"
"725","Eda hela diwa","Robrt Nox","David Karunarathna","Sinhala","Other"
"726","Lanka ithihasaye Kathandara",,,"Sinhala","Other"
"727","Porakaya Iwa kala Minissu","W.T.M.Mahindarathne",,"Sinhala","Other"
"728","Lowa Hellu Abirahasa Minimerum 2","Abaya Hewawasam",,"Sinhala","Other"
"729","Mala Minissu Boru Nokiyathi","W.T.M.Mahindarathne",,"Sinhala","Other"
"730","Lokaya Wenas Kala Minissu","Chaaminda Senewirathne",,"Sinhala","Other"
"731","Sigman Froid dutu apa",,"Nandalal Malagoda","Sinhala","Other"
"732","Ma Kithunuweku Nowuye Ai","Bertrand Russel","Premasiri Mahiyangoda","Sinhala","Other"
"733","Al Nakba Maha Naspaththiya","Mahinda Haththaka",,"Sinhala","Other"
"734","Sirilaka Siri Wides Asin","Nuwaraeliye Hemapala",,"Sinhala","Other"
"735","Doyle Dutu Udarata Rajye","Sir John Doyle","Upali Rathnayake","Sinhala","Other"
"736","Yapapatuna Wanshakathawa","Abayasingha Wijayasriwardana",,"Sinhala","Other"
"737","Sri Lankawe Yachakaya","Nandasena Rathnapala",,"Sinhala","Other"
"738","Lak Mawata Muthu Potak","Ajith Niwad Kabral",,"Sinhala","Other"
"739","Mage Naduwa Iwarai","Sarath Wijesooriya",,"Sinhala","Other"
"740","Doramadalawa","Hasantha Hettiarachchi",,"Sinhala","Other"
"741","Maga Digata Janakatha","D.P.Wickramasinghe",,"Sinhala","Other"
"742","Ape gama","Martin Wickramasinghe",,"Sinhala","Other"
"743","Upanda Sita","Martin Wickramasinghe",,"Sinhala","Other"
"744","Sir Jhone Kothalawala","Nandasena suriyaarachchi",,"Sinhala","Other"
"745","Anagarika Dharmapala","Laksman Jayawardana",,"Sinhala","Other"
"746","Walaw Mitiyawathe Janakatha","D P Wickramasinghe",,"Sinhala","Sinhala Novel"
"747","Awasan Deshanaya","Randy Pausch","Saman Kaluarachchi","Sinhala","Other"
"748","Nostradamusge Anaweki","Sunil Wijethunga",,"Sinhala","Other"
"749","Jivithayata Herawumak","Sudarsan Desapriya",,"Sinhala","Other"
"750","Athithaya Guruwarayek","Sarath Wijesuriya",,"Sinhala","Other"
"751","Manokaya","Manoj Rathnayaka",,"Sinhala","Other"
"752","Pahasuwen Sitin"," Eisen Hower",,"Sinhala","Other"
"753","Niwasata Sirikatha",,,"Sinhala","Other"
"754","Irawana","kokila gihan withanathantree",,"Sinhala","Other"
"755","Hela Raja Parapura","Namal Wijesinghe",,"Sinhala","Other"
"756","Giya gaman","kusumsiri wijayawardhana",,"Sinhala","Other"
"757","Vibhaga jaya gatha haki maga","Dayarohana athukorala",,"Sinhala","Other"
"758","Kathana demala basa",,,"Sinhala","Other"
"759","Sanniwedanaya ha madya adyanaya",,,"Sinhala","Other"
"760","Paripalana sewa thraga Vibhaga",,,"Sinhala","Other"
"761","Paripalana sewa tharaga vibhaga",,,"Sinhala","Other"
"762","wishayanu badhdha adyanaya",,,"Sinhala","Other"
"763","Sinhala apata English",,,"Sinhala","Other"
"764","Islam",,,"Sinhala","Other"
"765","Demala basa uganimu",,,"Sinhala","Other"
"766","Me jivithayedima paladena Karma","Nandasena Rathnapala",,"Sinhala","Religious"
"767","Thumbarup","Wirapokune Uparathana Himi",,"Sinhala","Religious"
"768","Siddhartha","Herman hesa","Dayarathna Garusinghe","Sinhala","Religious"
"769","Somawathi Chaithya Rajaya","Pahamune Sri Sumangala",,"Sinhala","Religious"
"770","Apaye Wathagotha","Thalangalle Sudhamma Himi",,"Sinhala","Religious"
"771","Pansiya Panas Jathakaya 1","Wathuwatte Pemananda",,"Sinhala","Religious"
"772","Pansiya Panas Jathakaya 2","Wathuwatte Pemananda",,"Sinhala","Religious"
"773","Ummagga Jathakaya",,,"Sinhala","Religious"
"774","Sabbasawa Suthraya","Pitigala Gunarathana Himi",,"Sinhala","Religious"
"775","Budu Sirithin Rasa Katha","Danapala Gunasekara",,"Sinhala","Religious"
"776","Pretha Wasthu Warnanawa","U.P. Ekanayaka",,"Sinhala","Religious"
"777","Maha Rahathun Wedimaga Osse 2",,,"Sinhala","Religious"
"778","Maha Rahathun Wedimaga Osse 3",,,"Sinhala","Religious"
"779","Maha Rahathun Wedimaga Osse 4",,,"Sinhala","Religious"
"780","Maha Rahathun Wedimaga Osse 5",,,"Sinhala","Religious"
"781","Dhammapadaya",,,"Sinhala","Religious"
"782","Arya AShtangima Margaya","Deepika BamunuArachchi",,"Sinhala","Religious"
"783","Nopenena lokaye saba thathu 1",,,"Sinhala","Religious"
"784","Nopenena lokaye saba thathu 2",,,"Sinhala","Religious"
"785","Mara wesaya",,,"Sinhala","Religious"
"786","Anduru misadutu binda helannta",,,"Sinhala","Religious"
"787","Kosala raja sihina",,,"Sinhala","Religious"
"788","Riksokaraya","Lao She","Kumara Siriwardana","Sinhala","Chinese Translation "
"789","Angaharu Pratyantha Deshaya","Jayrathna Ihala Kodippili",,"Sinhala","Science Fiction"
"790","Rawana 10","M. Pasindu Lakshan Perera",,"Sinhala","Science Fiction"
"791","Kal Ikuth Wu Minisa",,"Kumari Welihinda","Sinhala","India Short Stories"
"792","Madurasi Koluwa","Neel Wijerathna",,"Sinhala","Other"
"793","Bengali Yeheliya","Neel Wijeratha",,"Sinhala","Other"
"794","Kerala Nalangana","Neel Wijerathna",,"Sinhala","Other"
"795","Sulanga Numba Saha Mama","Saman Edirimuni",,"Sinhala","Sinhala Novel"
"796","Red White Royal Blue","Casey McQuiston","Nimmi Muditha Herath","Sinhala","English Translation Novel"
"797","Maidnes","Alex Michaelides","Kavisha Nadun Kaggodarachchi","Sinhala","English Translation Novel"
"798","Nohandunana Linkan","Dale Carnegie","Gamini Kumara Vithana","Sinhala","English Translation Novel"
"799","1932","Imesh Madushanka Yapa",,"Sinhala","Sinhala Novel"
"800","Kala Sancharakaya","Pasindu Kalhara Medagedara",,"Sinhala","Science Fiction"
"801","Glesera","Keshan Hareshu",,"Sinhala","Science Fiction"
"802","Nadi Thera Abhirahasa","Rurh Ware","Chathuranga Samaradiwakara","Sinhala","English Translation Novel"
"803","Anduru Wanapetha","Ruth Ware","Manel Jayanthi gunasekara","Sinhala","English Translation Novel"
"804","Awasan Prarthanaya","Andrzej Sapkowski","Tharushi Niranga Jayasinghe","Sinhala","English Translation Novel"
"805","Wijeweerage Ghathakaya Premadasa da","Chandana Kariyawasam",,"Sinhala","Sinhala Novel"
"806","Bihisunu Wana Meda","Lsitha Ravin Umagiliya",,"Sinhala","Sinhala Novel"
"807","Dahathuna","Steve Cavanagh","Nilanthi Ediriweera","Sinhala","English Translation Novel"
"808","Pruthuviyen samuganimu","Izak Esimow","Bobby G Botheju","Sinhala","Science fiction"
"809","Iranamkara Biththara","Michail Bulgakow","Pasan kodikara","Sinhala","Science Fiction"
"810","Agadhayata Ihalin","A. Belayew / A.Kasanthsew","J.E Gunasekara","Sinhala","Science Fiction"
"811","Mithuro","Denagama Siriwardana",,"Sinhala","children Sinhala"
"812","Wiiduhale Withthi","Father Don Peter",,"Sinhala","Children Sinhala"
"813","Ran Welle Ascharya","Anura Padmasiri Disanayaka",,"Sinhala","Children Sinhala"
"814","Handuruk Kande Wickramaya","Anura Padmasiri Disanayaka",,"Sinhala","Children Sinhala"
"815","Nawathene Himi Kariya","Fyedor Dosthayewsky","Pasan Kodikara","Sinhala","Russian Translation Novel"
"816","Remgunkara Kawataya","Mikhail Bulgakov","Pasan Kodikara","Sinhala","Russian Translation Novel"
"817","Kavikara kombi","Kattambuagama Wijayapala Kumarasinghe",,"Sinhala","Sinhala Novel"
"818","Gini","Erewwala Nandimithra",,"Sinhala","Sinhala novel"
"819","Gambare","Aruna Laksman Fernando",,"Sinhala","Sinhala Novel"
"820","Dupathaka atharamanwa","R.M. Ballantyne's","Lasitha Ravin Umagiliya","Sinhala","children Translation"
"821","Mahacharya Shonkuge Wickrama","Sathyajith Ray","Chandralatha Lakdusinghe","Sinhala","Indian Translation"
"822","Nisala Uyana","Ba Jin","Mahinda Senarath Gamage","Sinhala","Chinese Translation"
"823","Kundu","Morris West","Manel Jayanthi Gunasekara","Sinhala","English Translation"
"824","1925","Imesh Madushanka Yapa",,"Sinhala","Sinhala Novel"
"825","Dayiwaye Asipatha","Andrzej Sapkowski","Tharushi Niranga Jayasinghe","Sinhala","English Translation Novel"
"826","Asahara","Imesh Madusanka Yapa",,"Sinhala","Sinhala Novel"
"827","Rawan Leo","Pradeep Rathnayaka",,"Sinhala","Sinhala Novel"
"828","Chariot Parth","Pradeep Rathnayaka",,"Sinhala","Sinhala Novel"
"829","Marakatha Pililaya","Nethindu Wra[itiya",,"Sinhala","Science Fiction"
"830","Marakatha Palakaya","Nethindu Warapitiya",,"Sinhala","Science Fiction"
"831","Nupura","Sachi Pananwala",,"Sinhala","Sinhala Novel"
"832","Naughty 40","Asiri Munasinghe",,"Sinhala","Sinhala Novel"
"833","Three Payins Kedawachakaya","Louise Penny","Madhara Abeysinghe","Sinhala","English Translation Novel"
"834","Housemaid","Freida McFaden","Tharushi Niranga Jayasinghe","Sinhala","English Traslation Novel"
"835","Ran Nari Kunjaraya","Srikanthi Ketawalakumbura",,"Sinhala","Sinhala Novel"
"836","Kahalaye Maha Dadayama","Robert Jordan","Amavi Silva","Sinhala","English Translation Novel"
"837","Balamuduwe Mithuru Hawula","J.R.R.Tolkien","Kaveesha Nadun Kaggodarachchi","Sinhala","English Translation Novwl"
"838","Mithuru Hawule Wisirayama","J.R.R.Tolkien",,"Sinhala","English Translation Novel"
"839","LOT 3",,,"Sinhala","Miscellaneous "
"840","iCE Hunt",,,"Sinhala","Miscellaneous "
"841","Ruhiru Wikuna Yepunu Minihek","Yu Hua","Chulananda Samaranayaka","Sinhala","Chinese Translation"
"842","Wikurthi Angara","Richard Morgan",,"Sinhala","Science Fiction"
"843","Samahara Kamatahan","Lakshantha Athukorala",,"Sinhala","Poetry"
"844","My Name Is Red","Orham Pamuk","Niluka Kadurugamuwa","Sinhala","English Translation Novel"
"845","Eric Brighteyes","H. Rider Haggard","S. Chandrasiri Dasanayaka","Sinhala","English Translation Novel"
"846","Scarlet Pimpernel","Baroness Orczy","S. chandrasiri Dasanayaka","Sinhala","English Translation Novel"
"847",,,,"Sinhala","English Translation Novel"
"848","Don","Mario Puzo","Chirath Vijayalath","Sinhala","English Translation Novel"
"849","Memary Man","David baldacci","Manjula Dissanayaka","Sinhala","English Translation Novel"
"850","Mage Sahodari Hewath Dama Gathakaya","Oyinkan Braithwaite","Ganga Niroshini suduwelikanda","Sinhala","English Translation Novel"
"851","Piduru Ballo","John Gray","Liyanage Amarakeerthi","Sinhala","English Translation Novel"
"852","Ghathakaya Nidelle",,"Chandana Mendis","Sinhala","English Translation Novel"
"853","Awathenwuwo","John Steinbeck","Premasiri Mahingoda","Sinhala","English Translation Novel"
"854","Thethsuya Nam Dunuwaya","Paulo Coelho","Dilshani Chathurika Dabare","Sinhala","English Translation Novel"
"855","Brida","Paulo Coelho","Maheshi Weerakoon","Sinhala","English Translation Novel"
"856","Jivithaya Anthenaka","Milan Kundera","Aruna Premarathna","Sinhala","English Translation Novel"
"857","Nogilihenna","Kashuwo Ishiguro","Amali Boralugoda","Sinhala","English Translation Novel"
"858","Akasha Wasthu","Jokha Alharthi","Ganga Niroshini Suduwelikanda","Sinhala","English Translation Novel"
"859","Mahalla Saha Muhuda","Ernerst Hemingway","Cyril C Perera","Sinhala","English Translation Novel"
"860","Ramona Saha Ege Amma","Beverly Cleary","Ganga Niroshini Suduwelikanda","Sinhala","English Translation Children"
"861","Newiyage Birinda","Shahidulla Kayisher","A.P.Gunarathna","Sinhala","Indian Translation"
"862","Adaraneeya Wiyaruwa","Kamala Markandaya","Anula de Silva","Sinhala","Indian Translation"
"863","Kulundul pempuwatha","Ivan Turgenev","Chulananda Samaranayaka","Sinhala","Russian Translation Novel"
"864","Polima","vladimir sorokin","Chulananda Samaranayaka","Sinhala","Russian Translation Novel"
"865","Anne - 1","L.M.Montgomery","Premasiri Mahingoda","Sinhala","English Translation Novel"
"866","Anne - 2","L.M.Montgomery","Premasiri Mahingoda","Sinhala","English Translation Novel"
"867","Anne - 3","L.M.Montgomery","Premasiri Mahingoda","Sinhala","English Translation Novel"
"868","Anne - 4","L.M.Montgomery","Premasiri Mahingoda","Sinhala","English Translation Novel"
"869","Anne - 5","L.M.Montgomery","Premasiri Mahingoda","Sinhala","English Translation Novel"
"870","Anne - 6 ","L.M.Montgomery","Premasiri Mahingoda","Sinhala","English Translation Novel"
"871","Anne - 7 ","L.M.Montgomery","Premasiri Mahingoda","Sinhala","English Translation Novel"
"872","Anne - 8","L.M.Montgomery","Premasiri Mahingoda","Sinhala","English Translation Novel"
"873","Muhudu gini Awiya",,"Chandana Mendis","Sinhala","English Translation Novel"
"874","Gigurum nadaya",,"Prabath Mirihagalla","Sinhala","English Translation Short Stories"
"875","Ran pathalaka sengawunu kathawa","Wilbur smith","Susantha kodithuwakku","Sinhala","English Translation Novel"
"876","Lajja","Taslima Nasrin","Dimuthu samudra liyanage","Sinhala","English Translation Novel"
"877","Rath waralethi liya","Orhan Pamuk","Niluka kadurugamua","Sinhala","English Translation Novel"
"878","Mahamariya","Albert Camus","Maheshi weerakoon","Sinhala","English Translation Novel"
"879","Weerayek Ewith","Mario vergas Llosa","Chulananda Samaranayaka","Sinhala","English Translation Novel"
"880","Myawasa","Isabel Allende","Gamini viyangoda","Sinhala","English Translation Novel"
"881","Naduwibagaya","Frans Kafka","Tennison Perera","Sinhala","English Translation Novel"
"882","Andeesaye Maranaya","Mario Vargas Llosa","Chulananda Samaranayake","Sinhala","English Translation Novel"
"883","Meesha","Muthumudalige Nissanka",,"Sinhala","Sinhala Novel"
"884","Omen 1 Sathange salakuna","David seltzer","Kumara siriwardana","Sinhala","English Translation Novel"
"885","Omen - 2 Demian","Joseph Howard","Kumara siriwardana","Sinhala","English Translation Novel"
"886","Maha pala yama ","Paul Brickhil","Upali Kannangara","Sinhala","English Translation Novel"
"887","chernobil hi reyak","Adam hinggin Botham","tharushi niranga jayasinghe","Sinhala","English Translation Novel"
"888","kalki","kevin Missal","Palitha jayakodi","Sinhala","English Translation Novel"
"889","Amazonia","James Rollins","Manjula Dissanayaka","Sinhala","English Translation Novel"
